id,order_id,reason_for_delay
793,15788,заберут 25.03
794,31385,Клиент не отвечает на звонки.
795,2925,Задержка тс  перекрытие дороги. 
796,30734,Отправлен прозвон  ждем 13.05.
797,35490,Опасный груз
798,31360,смарт
799,33184,EF491171312RU
800,36728,Некорректный адрес доставки. Ожидаем изменений в накладной  чтобы отправить по ТС.
801,30103,клиент просит вернуть посылку
802,30725,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
803,10968,Запрос к ЗМ 
804,31362,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
805,2587,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
806,31918,смарт
807,33737,Во вложении опасный груз.
808,30746,заберут до 22.05.2024
809,7036,В связи с отсутствием уведомлений и невозможностью в срок осуществить доставку по накладной 1507396819 необходимо вернуть груз отправителю.
810,2649,запрос ИМ 
811,9590,
812,5767,нет ответа
813,31365,коллеги  груз будет сдаваться с пн-пт
814,27526,CHN-136720
815,4015,не пришла
816,3961,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
